uo_method,scaler_method,imbalance_ratio,classifier,sampler_seed,feat_col_list,date_time,dataset,precision_score_min,precision_score_max,precision_score_avg,precision_score_std,recall_score_min,recall_score_max,recall_score_avg,recall_score_std,f1_score_min,f1_score_max,f1_score_avg,f1_score_std,rocauc_min,rocauc_max,rocauc_avg,rocauc_std,prauc_min,prauc_max,prauc_avg,prauc_std,accuracy_min,accuracy_max,accuracy_avg,accuracy_std,n_thresholds_min,n_thresholds_max,SVC_C,SVC_kernel,SVC_max_iter,SVC_verbose,RidgeClassifier_alpha,XGB_alpha,XGB_eta,XGB_eval_metric,XGB_lambda,XGB_max_depth,XGB_objective,XGB_scale_pos_weight,XGB_seed,KNeighborsClassifier_metric,KNeighborsClassifier_n_neighbors,KNeighborsClassifier_weights,LogisticRegression_class_weight,LogisticRegression_l1_ratio,LogisticRegression_max_iter,LogisticRegression_penalty,LogisticRegression_solver,SGDClassifier_eta0,SGDClassifier_fit_intercept,SGDClassifier_l1_ratio,SGDClassifier_learning_rate,SGDClassifier_loss,SGDClassifier_penalty,RandomForestClassifier_bootstrap,RandomForestClassifier_class_weight,RandomForestClassifier_criterion,RandomForestClassifier_max_depth,RandomForestClassifier_min_samples_leaf,RandomForestClassifier_min_samples_split,RandomForestClassifier_n_estimators,SVC_degree
random_under,standard,1,ridge,4744096,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.101117886,0.146326837,0.123838181,0.014675863,0.628751975,0.703170029,0.661804726,0.024035256,0.174217553,0.242243733,0.20843445,0.022008493,0.658230789,0.737605298,0.697286046,0.025818286,0.108420642,0.156739284,0.130793035,0.015484682,0.596470588,0.668872017,0.631257666,0.024291409,9220,9350,,,,,4.363678004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random_under,minmax,0.7,rf,33275928,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.206955336,0.311883513,0.256312236,0.03840044,0.955331412,0.96713615,0.958973912,0.004240097,0.340437465,0.470421537,0.402958095,0.04735354,0.923782603,0.944045876,0.932875225,0.007665348,0.418929222,0.538165797,0.482691643,0.042449786,0.748449198,0.838063258,0.789380685,0.03360761,8757,9248,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,balanced_subsample,gini,322,6,5,96,
,standard,0.8,sgd,65293,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0,0.081081081,0.016216216,0.032432432,0,0.004189944,0.000837989,0.001675978,0,0.007968127,0.001593625,0.003187251,0.535558296,0.645630013,0.603444815,0.037257469,0.074425302,0.109534395,0.095242017,0.012150129,0.91927815,0.932299465,0.926306479,0.004702671,9220,9350,,,,,,,,,,,,,,,,,,,,,,1.242244393,TRUE,0.573099596,invscaling,modified_huber,elasticnet,,,,,,,,
,minmax,1,nb,22716412,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.142857143,0.232057416,0.186091127,0.029185418,0.028436019,0.478386167,0.289174317,0.166363348,0.04743083,0.298767967,0.205678883,0.088156814,0.700560235,0.781112646,0.741088325,0.027868125,0.113247909,0.200886742,0.157710014,0.028942059,0.803904555,0.922673797,0.858597867,0.044421518,9187,9338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random_under,minmax,0.1,ridge,20934863,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0,0.2,0.04,0.08,0,0.001440922,0.000288184,0.000576369,0,0.00286123,0.000572246,0.001144492,0.636297832,0.670199441,0.655501871,0.015305549,0.100117223,0.128027416,0.114951764,0.010318352,0.922628053,0.932085561,0.926825247,0.003709688,9220,9350,,,,,0.884713927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,minmax,1,svm,21413718,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0,0,0,0,0,0,0,0,0,0,0,0,0.678040364,0.734997229,0.70930025,0.019022522,0.179638461,0.216480816,0.192323821,0.013583841,0.922628053,0.932299465,0.927041451,0.003766715,9210,9343,1.39,rbf,25000,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adasyn,minmax,0.8,knn,24680906,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,2,2,,,,,,,,,,,,,,chebyshev,18,distance,,,,,,,,,,,,,,,,,,,
smote,standard,0.1,rf,11293431,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.91195795,0.954751131,0.936037874,0.016789692,1,1,1,0,0.95395189,0.976851852,0.966884482,0.008980067,0.999999831,1,0.999999966,6.75E-08,0.999997925,1,0.999999585,8.30E-07,0.992742634,0.996791444,0.994959962,0.001535856,4208,5126,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,balanced_subsample,gini,307,3,6,195,
random_under_bootstrap,minmax,1,knn,5768813,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.120635748,0.175997526,0.149210724,0.01925074,0.731437599,0.819884726,0.770182965,0.030731401,0.207112503,0.289788643,0.249697907,0.028620058,0.734844988,0.814596113,0.775842668,0.028561851,0.149149531,0.270522684,0.220247508,0.04367538,0.620855615,0.697898614,0.659714006,0.029834266,13,13,,,,,,,,,,,,,,euclidean,12,uniform,,,,,,,,,,,,,,,,,,,
,standard,0.7,nb,12705099,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.142857143,0.232057416,0.186091127,0.029185418,0.028436019,0.478386167,0.289174317,0.166363348,0.04743083,0.298767967,0.205678883,0.088156814,0.700560416,0.781112646,0.741088365,0.027868088,0.113247939,0.200886742,0.157709996,0.028942055,0.803904555,0.922673797,0.858597867,0.044421518,9187,9338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random_under_bootstrap,standard,0.8,rf,3296635,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.183673469,0.274580879,0.225928885,0.031644479,0.873198847,0.895734597,0.888253288,0.008488499,0.30483871,0.41778697,0.358939995,0.039233399,0.885830397,0.917920765,0.897699729,0.012489571,0.347844113,0.444954298,0.389599573,0.037953986,0.72342246,0.817049393,0.765378713,0.033658611,9219,9349,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,balanced_subsample,entropy,89,8,7,216,
smote,standard,0.8,rf,4770507,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,9.93E-17,1,1,1,0,1,1,1,0,2591,3154,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,balanced_subsample,gini,354,1,5,112,
adasyn,standard,0.5,xgb,17814883,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.190033023,0.254212454,0.218733812,0.024363515,1,1,1,0,0.319374369,0.405373832,0.35830065,0.032612913,0.978472596,0.984156361,0.981847757,0.001989766,0.738551707,0.796233083,0.764128601,0.022207189,0.707045602,0.779462738,0.736664307,0.028781034,9212,9341,,,,,,3,0.3,aucpr,3,6,binary:logistic,66,8581,,,,,,,,,,,,,,,,,,,,,,
adasyn,standard,1,knn,3576125,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.183440609,0.223156533,0.204713527,0.014474238,0.990521327,0.997118156,0.993379906,0.002514681,0.309553197,0.364500792,0.339242454,0.02008378,0.956879759,0.965955286,0.963420104,0.003343285,0.740902697,0.782487538,0.768450258,0.014734624,0.700855615,0.739384749,0.717354892,0.013494113,18,18,,,,,,,,,,,,,,minkowski,17,uniform,,,,,,,,,,,,,,,,,,,
,minmax,0.5,lr,21813446,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.109399894,0.158302354,0.130668341,0.015965643,0.650868878,0.736311239,0.682619816,0.029116598,0.187315299,0.260581336,0.219157658,0.023913678,0.679644959,0.767426248,0.716030133,0.032044152,0.116103927,0.171164452,0.138270825,0.01985755,0.6096823,0.685875217,0.642930935,0.02757862,9220,9350,,,,,,,,,,,,,,,,,balanced,,20000,none,lbfgs,,,,,,,,,,,,,,
random_over,standard,0.1,rf,20336984,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.713097713,0.876056338,0.792845425,0.059692691,0.982622433,0.988472622,0.985751774,0.002136801,0.828502415,0.926284438,0.877563354,0.036381506,0.995235797,0.998696959,0.996931093,0.001421277,0.942809031,0.9803469,0.961511431,0.015302757,0.969237435,0.989411765,0.979423271,0.007501589,7292,7993,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,balanced,gini,445,4,7,203,
random_over,standard,0.5,knn,1808202,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.373449132,0.405860349,0.390434142,0.010673395,0.902234637,0.951486698,0.934148485,0.018207176,0.536302895,0.566579634,0.550520226,0.009850881,0.970142272,0.982922683,0.977938725,0.004553069,0.838720789,0.898193376,0.874028335,0.02093757,0.884374325,0.892114385,0.888853209,0.002858979,7,7,,,,,,,,,,,,,,euclidean,6,uniform,,,,,,,,,,,,,,,,,,,
smote,minmax,0.3,rf,24612008,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.279250457,0.392307692,0.338957591,0.041976413,0.946685879,0.968701095,0.958254103,0.007862064,0.433179724,0.556208054,0.499207005,0.045917643,0.93988181,0.959999927,0.954513365,0.007471451,0.539780102,0.652920998,0.613499459,0.040944077,0.82526475,0.885398614,0.857701529,0.025362886,8743,9144,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,balanced,gini,13,9,7,438,
random_under_bootstrap,standard,0.5,knn,19061752,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.305207329,0.337056824,0.326262401,0.012304376,1,1,1,0,0.467676395,0.504177261,0.491872055,0.014091945,0.99929627,0.999598486,0.999404797,0.000104167,0.991501416,0.99453125,0.99259235,0.0010215,0.845688351,0.852341717,0.849428572,0.002994709,5772,6570,,,,,,,,,,,,,,euclidean,11,distance,,,,,,,,,,,,,,,,,,,
random_under_bootstrap,standard,0.3,nb,8042368,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.106819163,0.172230114,0.135844929,0.021803195,0.563380282,0.837175793,0.737731286,0.098582888,0.187962787,0.276353276,0.227369345,0.028467068,0.69918434,0.781771001,0.742362028,0.028220628,0.112740057,0.202037026,0.158636919,0.028979234,0.542566845,0.738833478,0.624533968,0.087986565,9181,9338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,minmax,0.7,svm,17118003,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0,0,0,0,0,0,0,0,0,0,0,0,0.643177905,0.725075995,0.689801542,0.030648271,0.153460877,0.211579241,0.173409609,0.021039372,0.922628053,0.932299465,0.927041451,0.003766715,9210,9343,1.37,rbf,25000,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random_under,standard,0.8,rf,5882379,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.201177625,0.300896861,0.249603306,0.037612666,0.965417867,0.971563981,0.968642425,0.002290446,0.333333333,0.458960328,0.395422288,0.047261886,0.924436842,0.94197601,0.933569087,0.007041582,0.421709088,0.50793909,0.471931011,0.03263439,0.736898396,0.828639515,0.780419054,0.034935015,7791,8629,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,balanced_subsample,gini,25,5,9,34,
,standard,0.3,lr,18132302,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0,0.2,0.093571429,0.080318245,0,0.001564945,0.000889358,0.000727568,0,0.003095975,0.001761242,0.00144074,0.629183301,0.662561914,0.645244141,0.012059043,0.098286475,0.120292068,0.11014392,0.008083418,0.922303869,0.932192513,0.926651753,0.003827479,9220,9350,,,,,,,,,,,,,,,,,,,20000,none,lbfgs,,,,,,,,,,,,,,
random_over,minmax,0.8,sgd,9235947,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.051546392,0.08391987,0.068983271,0.010866415,0.048882682,0.857589984,0.427385833,0.279693933,0.050179211,0.135099771,0.109559607,0.03046206,0.447253872,0.543944112,0.490114466,0.032080623,0.060723419,0.074715358,0.069372485,0.005858217,0.160125759,0.856818673,0.550626834,0.248576954,9220,9350,,,,,,,,,,,,,,,,,,,,,,1.631075203,FALSE,0.103458977,constant,squared_hinge,l2,,,,,,,,
,minmax,0.1,sgd,3327427,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0,0,0,0,0,0,0,0,0,0,0,0,0.45274591,0.560358162,0.495784855,0.039835789,0.057321757,0.082766632,0.067860199,0.008385883,0.922087746,0.932299465,0.926824958,0.003860779,9220,9350,,,,,,,,,,,,,,,,,,,,,,0.099282584,FALSE,0.866324018,invscaling,squared_hinge,elasticnet,,,,,,,,
smote,minmax,0.1,svm,4721211,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0,0,0,0,0,0,0,0,0,0,0,0,0.659168834,0.764773418,0.716210824,0.035250655,0.160029408,0.241671671,0.198502047,0.026161728,0.922628053,0.932299465,0.927041451,0.003766715,9211,9343,1.73,rbf,25000,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,standard,0.1,knn,26180807,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,2,2,,,,,,,,,,,,,,minkowski,6,distance,,,,,,,,,,,,,,,,,,,
adasyn,minmax,0.7,knn,584866,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,2,2,,,,,,,,,,,,,,chebyshev,1,distance,,,,,,,,,,,,,,,,,,,
adasyn,standard,0.3,ridge,28070997,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0,0.142857143,0.091349206,0.056744866,0,0.009389671,0.005327293,0.003869573,0,0.017467249,0.010037524,0.007241738,0.637814182,0.671816217,0.656708105,0.015227832,0.100046915,0.12649429,0.113718355,0.009968273,0.920682948,0.930160428,0.924230146,0.003657646,9220,9350,,,,,4.983316206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random_over,minmax,0.1,ridge,4949828,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0,0.2,0.04,0.08,0,0.001440922,0.000288184,0.000576369,0,0.00286123,0.000572246,0.001144492,0.637535481,0.668552455,0.65518669,0.014394337,0.099844509,0.127409874,0.114624729,0.010321764,0.922628053,0.932085561,0.926825247,0.003709688,9220,9350,,,,,0.870845252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random_under,standard,0.3,svm,16529998,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.36,0.666666667,0.437740741,0.116077548,0.00312989,0.028818444,0.013921502,0.011092267,0.00623053,0.053475936,0.02623804,0.020366316,0.662905608,0.735991316,0.703528185,0.026888535,0.12766985,0.191204547,0.163907062,0.023226912,0.92241193,0.932085561,0.926370148,0.004185548,9220,9350,2.17,poly,25000,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
random_under_bootstrap,minmax,0.7,nb,7624951,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.091614907,0.137599625,0.114566885,0.015315255,0.807511737,0.93206951,0.884417465,0.049100938,0.166831613,0.236693548,0.202186824,0.023024328,0.701204507,0.780094229,0.742141969,0.028055811,0.112967979,0.200586811,0.158662346,0.029255874,0.36973262,0.589904679,0.480715723,0.092103925,9193,9337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random_under_bootstrap,standard,1,svm,18217367,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.074351832,0.093703886,0.085064681,0.006248503,0.527932961,0.582159624,0.547793496,0.019162723,0.130943396,0.160084034,0.147155659,0.009495425,0.52738006,0.570971072,0.544628735,0.017186374,0.067277308,0.085582231,0.076580797,0.005822124,0.507379679,0.566941075,0.536268275,0.019787931,9220,9350,1.05,sigmoid,25000,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random_over,minmax,0.3,lr,23184679,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.078947368,0.179487179,0.125641221,0.039419332,0.004189944,0.021909233,0.013660498,0.007653923,0.007968127,0.038095238,0.0244246,0.013258815,0.636217186,0.687515991,0.661034708,0.019674788,0.099474834,0.131595263,0.115272718,0.011122189,0.918327556,0.928877005,0.921828139,0.003927531,9220,9350,,,,,,,,,,,,,,,,,,,20000,none,lbfgs,,,,,,,,,,,,,,
smote,standard,0.1,knn,8507673,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.46875,0.571428571,0.522227724,0.037822786,0.012638231,0.034582133,0.023254552,0.007927264,0.024653313,0.065128901,0.044325262,0.014582189,0.837991841,0.873924878,0.853272398,0.013778474,0.258454308,0.346727066,0.298553355,0.032594326,0.922952237,0.932299465,0.927193047,0.003573154,14,16,,,,,,,,,,,,,,euclidean,20,uniform,,,,,,,,,,,,,,,,,,,
smote,standard,0.5,xgb,22243009,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,9144,9293,,,,,,0,0.7,aucpr,1.5,53,binary:logistic,53,25988,,,,,,,,,,,,,,,,,,,,,,
random_over,minmax,1,rf,23933947,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.988603989,0.9986053,0.994534698,0.004842829,1,1,1,0,0.994269341,0.999302163,0.997253944,0.00243713,1,1,1,0,1,1,1,0,0.999132321,0.999893048,0.999588469,0.000371983,4967,5971,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,entropy,421,2,4,383,
,minmax,0.5,lr,16997724,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.110991379,0.162710806,0.133509178,0.016944954,0.650868878,0.750720461,0.690854957,0.032772925,0.189643268,0.267453799,0.223582448,0.02545008,0.685355708,0.773523249,0.721803099,0.032017825,0.118040556,0.175338416,0.141283453,0.020728478,0.61281608,0.690857886,0.647661319,0.02772347,9220,9350,,,,,,,,,,,,,,,,,balanced,0.345663845,20000,elasticnet,saga,,,,,,,,,,,,,,
random_under,standard,0.8,sgd,29892268,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.032219973,0.099511173,0.079913754,0.024234391,0.275216138,0.821325648,0.537338332,0.207105334,0.0576865,0.177514793,0.137796879,0.04203508,0.283247027,0.661203635,0.541742234,0.134087375,0.048070549,0.123774486,0.090501758,0.024609984,0.324090121,0.712380746,0.497145723,0.135856504,9220,9350,,,,,,,,,,,,,,,,,,,,,,1.433269653,TRUE,0.725288058,constant,squared_loss,elasticnet,,,,,,,,
smote,minmax,0.3,rf,3934247,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.771968854,0.874309392,0.819457821,0.036024061,1,1,1,0,0.87131199,0.93294031,0.900342453,0.021669694,0.999857562,0.999951249,0.99990411,3.87E-05,0.998301971,0.999326189,0.998830619,0.000432549,0.977794627,0.99026738,0.983667717,0.004255348,6675,7204,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,balanced,entropy,457,4,3,453,
,standard,0.3,lr,30220051,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.109399894,0.158464872,0.130767547,0.016010982,0.650868878,0.737752161,0.683475515,0.029430486,0.187315299,0.26089172,0.219343168,0.024001251,0.679434104,0.767326338,0.715866861,0.032088301,0.116048467,0.171134654,0.138200745,0.019860382,0.609574238,0.685766898,0.642865957,0.02758107,9220,9350,,,,,,,,,,,,,,,,,balanced,,20000,l1,saga,,,,,,,,,,,,,,
random_over,standard,0.5,sgd,6051594,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0,0.146951537,0.089202968,0.048408302,0,0.812680115,0.568325517,0.29175535,0,0.248896734,0.15384521,0.082478465,0.5,0.774956914,0.635080172,0.088985362,0.091043926,0.537635575,0.200273277,0.171577197,0.482979185,0.92472885,0.634914495,0.152386555,1,9350,,,,,,,,,,,,,,,,,,,,,,0,FALSE,0.84704214,optimal,squared_hinge,l1,,,,,,,,
,standard,0.1,lr,11717905,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.109370852,0.158317873,0.130718364,0.015969474,0.650868878,0.737752161,0.683475515,0.029430486,0.187272727,0.260692464,0.219275115,0.023946101,0.679497573,0.767159598,0.715841033,0.032010359,0.116045959,0.171031976,0.138175599,0.019823826,0.609466177,0.685441941,0.642736271,0.027525109,9220,9350,,,,,,,,,,,,,,,,,balanced,,20000,l2,lbfgs,,,,,,,,,,,,,,
adasyn,standard,0.5,nb,6207996,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.101976285,0.138390693,0.117809743,0.012068049,0.815165877,0.872905028,0.841901319,0.022873039,0.18127525,0.236929461,0.206444414,0.018373563,0.69329637,0.779009993,0.73675895,0.029634364,0.109586183,0.200682192,0.155413404,0.030092148,0.459585044,0.60160312,0.524507644,0.046751948,9184,9336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random_over,standard,1,nb,4942625,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.091912344,0.122226624,0.106831306,0.009992212,0.889048991,0.937150838,0.915940624,0.017164341,0.167144495,0.214907698,0.191149775,0.015798949,0.701046474,0.780435726,0.740825647,0.02750444,0.112435625,0.20154083,0.157437889,0.029351458,0.378609626,0.51169844,0.431278135,0.049300505,9184,9338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random_over,standard,0.1,sgd,15595419,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0,0,0,0,0,0,0,0,0,0,0,0,0.406842253,0.561498337,0.477339733,0.056029814,0.05408006,0.079115456,0.067881373,0.009600682,0.922303869,0.932299465,0.926911538,0.003884166,9220,9350,,,,,,,,,,,,,,,,,,,,,,0,TRUE,0.006899621,optimal,hinge,l2,,,,,,,,
smote,standard,0.5,nb,20520214,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.104459622,0.141956631,0.120423505,0.012391643,0.811239193,0.863128492,0.836738241,0.02199634,0.185350205,0.241630901,0.210253997,0.018543395,0.699780223,0.782774735,0.741025392,0.028652826,0.112527847,0.207034392,0.160773803,0.030887728,0.478387724,0.61720104,0.538083824,0.046690321,9184,9336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,minmax,0.7,xgb,16064424,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.973352034,0.989164087,0.982745261,0.006200413,1,1,1,0,0.986496091,0.994552529,0.991287672,0.003159089,1,1,1,0,1,1,1,0,0.997941941,0.99924111,0.998702293,0.000510406,9211,9344,,,,,,3,0.3,aucpr,0.5,60,binary:logistic,36,57372,,,,,,,,,,,,,,,,,,,,,,
